Application,Policy,Hostname,FriendlyName,Result,ExitCode,LastResult,Version,LastSeen,UUID
Google Chrome,Chrome Patching,Sergios-Mac.local,Sergio's Mac,Success,0,Success,113.0.5672,04/12/2023,D6E02ADE
Google Chrome,Chrome Patching,Sebastians-Mac.local,Sebastian's Mac,Success,0,Success,107.0.5304,04/12/2023,F3329AAD
Google Chrome,Chrome Patching,Myas-Mac.local,Mya's Mac,Success,0,Success,113.0.5672,04/12/2023,7F97F4AC
Google Chrome,Chrome Patching,Freyas-Mac.local,Freya's Mac,Success,0,Success,113.0.5672,04/12/2023,691BA8E5
Google Chrome,Chrome Patching,Kalebs-Mac.local,Kaleb's Mac,Success,0,Success,113.0.5672,04/12/2023,94F9D580
Google Chrome,Chrome Patching,Rylees-Mac.local,Rylee's Mac,Success,0,Success,113.0.5672,04/12/2023,A9B5374F
Google Chrome,Chrome Patching,Levis-Mac.local,Levi's Mac,Success,0,Success,113.0.5672,04/12/2023,1B168296
Google Chrome,Chrome Patching,Santiagos-Mac.local,Santiago's Mac,Success,0,Success,107.0.5304,04/12/2023,2B02FF00
Google Chrome,Chrome Patching,Philips-Mac.local,Philip's Mac,Success,0,Success,109.0.5414,04/12/2023,8C0EDE95
Google Chrome,Chrome Patching,Amoras-Mac.local,Amora's Mac,Success,0,Success,113.0.5672,04/12/2023,B500F977
Google Chrome,Chrome Patching,Harpers-Mac.local,Harper's Mac,Success,0,Success,113.0.5672,04/12/2023,5D9D3616
Google Chrome,Chrome Patching,Alinas-Mac.local,Alina's Mac,Success,0,Success,113.0.5672,04/12/2023,8F419C2E
Google Chrome,Chrome Patching,Kashtons-Mac.local,Kashton's Mac,Success,0,Success,113.0.5672,04/12/2023,1E4E7DA8
Google Chrome,Chrome Patching,Nayelis-Mac.local,Nayeli's Mac,Success,0,Success,113.0.5672,04/12/2023,5BF352ED
Google Chrome,Chrome Patching,Valerias-Mac.local,Valeria's Mac,Success,0,Success,109.0.5414,04/12/2023,2016C1B3
Google Chrome,Chrome Patching,Amayas-Mac.local,Amaya's Mac,Success,0,Success,109.0.5414,04/12/2023,6151BFDE
Google Chrome,Chrome Patching,Henrys-Mac.local,Henry's Mac,Success,0,Success,113.0.5672,04/12/2023,E24E3EA5
Google Chrome,Chrome Patching,Ezequiels-Mac.local,Ezequiel's Mac,Success,0,Success,113.0.5672,04/12/2023,7884923F
Google Chrome,Chrome Patching,Prestons-Mac.local,Preston's Mac,Success,0,Success,107.0.5304,04/12/2023,63BA6053
Google Chrome,Chrome Patching,Kiaras-Mac.local,Kiara's Mac,Success,0,Success,113.0.5672,04/12/2023,6003DB35
Google Chrome,Chrome Patching,Karters-Mac.local,Karter's Mac,Success,0,Success,113.0.5672,04/12/2023,6799CFDA
Google Chrome,Chrome Patching,Myless-Mac.local,Myles's Mac,Success,0,Success,113.0.5672,04/12/2023,607FE6A7
Google Chrome,Chrome Patching,Rivers-Mac.local,River's Mac,Success,0,Success,113.0.5672,04/12/2023,A7ABD49D
Google Chrome,Chrome Patching,Abigails-Mac.local,Abigail's Mac,Success,0,Success,106.0.5249,04/12/2023,AFEFF6A0
Google Chrome,Chrome Patching,Sofias-Mac.local,Sofia's Mac,Success,0,Success,113.0.5672,04/12/2023,B28AE279
Google Chrome,Chrome Patching,Sadies-Mac.local,Sadie's Mac,Success,0,Success,110.0.5481,04/12/2023,B8AF2B7E
Google Chrome,Chrome Patching,Briellas-Mac.local,Briella's Mac,Success,0,Success,113.0.5672,04/12/2023,2DFF00C9
Google Chrome,Chrome Patching,Zayns-Mac.local,Zayn's Mac,Waiting,1,Waiting,113.0.5672,04/12/2023,3DF9BC9E
Google Chrome,Chrome Patching,Everlys-Mac.local,Everly's Mac,Success,0,Success,113.0.5672,04/12/2023,CB4C1997
Google Chrome,Chrome Patching,Rorys-Mac.local,Rory's Mac,Success,0,Success,113.0.5672,04/12/2023,5DCAFC44
Google Chrome,Chrome Patching,Ryans-Mac.local,Ryan's Mac,Success,0,Success,113.0.5672,04/12/2023,38B0B224
Google Chrome,Chrome Patching,Royces-Mac.local,Royce's Mac,Success,0,Success,113.0.5672,04/12/2023,4BACD9C7
Google Chrome,Chrome Patching,Jesuss-Mac.local,Jesus's Mac,Success,0,Success,113.0.5672,04/12/2023,0B6B9A0B
Google Chrome,Chrome Patching,Beckhams-Mac.local,Beckham's Mac,Success,0,Success,113.0.5672,04/12/2023,ECEF9F1D
Google Chrome,Chrome Patching,Rileys-Mac.local,Riley's Mac,Success,0,Success,107.0.5304,04/12/2023,1F74AF43
Google Chrome,Chrome Patching,Thiagos-Mac.local,Thiago's Mac,Success,0,Success,113.0.5672,04/12/2023,D05F4FD4
Google Chrome,Chrome Patching,Wynters-Mac.local,Wynter's Mac,Success,0,Success,113.0.5672,04/12/2023,ED566247
Google Chrome,Chrome Patching,Adas-Mac.local,Ada's Mac,Success,0,Success,113.0.5672,04/12/2023,E76A24D6
Google Chrome,Chrome Patching,Annas-Mac.local,Anna's Mac,Success,0,Success,113.0.5672,04/12/2023,13EFEF53
